x,y,p
61.4,49.3,6.4
61.2,50.2,5.2
61.5,51.2,7.2
63.7,52.8,5.8
64.2,54.8,5.6
62.9,55.3,5.9
62.6,54.3,5.3
63.1,55.8,5.2
62.4,57.2,6.3
62,57.9,6.5
61.7,58.6,7.8
62.4,61.1,6.8
61.2,60.1,7.2
61.6,61.1,7.8
62.5,62.4,6.3
61.4,63.1,6.1
63,66,5.2
64.3,66,7
62.2,67.2,5.1
64.7,69.8,7.9
63.3,70.2,7.4
62.8,70.4,5.5
63.8,71.6,7.5
62.9,72.6,7.7
64.4,73.2,6.8
61.1,75.2,6.7
62.5,76.3,6.1
61.6,77.8,5.5
62.6,78.6,6.5
61.9,79.7,6.7
63.5,80.8,7.7
61,81.9,7
61.7,81.6,7.4
61.3,83.7,6.3
62.9,83.9,5.2
64,84.9,7.3
64.9,86,7.3
62.6,86.8,6.1
61.1,88.3,5.4
64.1,90,7.2
64,89.8,7.4
64.1,90,6.2
62.6,91.2,5.2
64.2,93.9,6.3
62.6,94.8,6.8
62.7,95.2,5.4
61.9,95.4,6.6
63.7,96.3,7.8
63.7,98.4,5.5
62,99.9,6.2
62.1,99.2,6.8
63.6,100.7,7.4
65,2.1,7.7
62.7,3.9,5.7
63.9,3.1,5.2
65,5.8,5.8
64.7,5.5,5.9
65,5.3,5.6
62.7,7.3,5.8
63.4,9.6,5.7
64.3,9.3,7.9
65,9,6.4
62.2,10.2,5.4
65.7,11.2,7.3
62.7,12.7,7.8
65.6,13.4,5.9
63.9,15.4,5.9
63.2,16.7,5.7
63.3,18.7,5.1
64.1,17.6,5.9
65.7,20,6.2
65.5,20.9,6.2
62.7,22,7.9
63.5,22.6,5.9
63.5,22.9,6.1
65.8,23,6.6
63.8,24.8,6.9
62.5,26.1,7.9
64.3,28.3,7.8
64.7,27.3,6.6
62.7,28.3,7.9
62,30.1,6.9
64.4,32.9,5.1
65.1,33.6,6.6
64.4,32.5,6.3
64.6,33.7,6
62.7,34.4,5.1
62.7,37.8,5.1
62.7,36.8,6.6
63.8,37.5,6.7
65.5,39.3,7.8
63.2,39.9,6.1
63.1,41.1,7.7
62.9,41,6.7
62.7,44.1,7.3
63.7,43.7,5.2
63.4,45.3,6.7
65.4,47.3,7.1
62.2,47.7,6.2
65,48.8,6.4
64.2,50.9,5.3
62.1,49.8,6.6
62,51.8,7.7
63.1,51.6,5.1
64.4,52.7,5.9
64.3,53.6,5.1
65.2,56.7,7.3
65.1,57.1,6
62.6,56.2,7.9
63.8,58.1,5.1
66,58.1,6.1
63.3,61.5,6.6
65.8,62,5.9
64.1,61.5,6.1
65.6,63.9,7.8
62.7,63.9,5.4
63,64.2,7.6
63.3,67.2,6.8
63.4,68.8,7.6
62.8,69.3,5.2
62.3,68.1,6.3
65,69.1,7
63,71.6,7.5
65.4,71,7.4
62.7,73.2,7.9
64,73.3,7.1
65.2,74.1,6.7
64,77.3,6.9
62.7,78.5,5.6
64.9,77.4,7.3
63.3,80,7.1
63.1,80.2,5.5
63.2,80.1,6.7
64.2,82,7.1
64.4,82.6,7.2
63.4,84.1,7.6
62.7,84.2,6.3
63.4,85.2,7.4
64.3,86.4,5.9
64.9,88.6,7.6
63.7,88.2,7
64.3,91.5,7.5
62.1,90.4,6.9
62.4,92.4,7.4
65.8,93.9,7.8
63.6,94,7.3
65.5,95.5,6
64.3,95.8,6.1
62.2,97.3,5.8
65.2,97.5,7.2
62.7,98.4,7
65.6,100.1,6.9
66.6,1.9,6.2
66.4,1.1,7.5
63.9,3.2,5.2
64,5.4,5.7
65,5,6.9
65,6.6,5.1
63.7,7.4,7.1
66.2,7.5,6.7
63.3,10,7.9
66.2,10.6,5.8
64.6,10.3,7.5
64.1,12.9,7.5
63.9,14.1,7.2
63.6,13.2,6.5
64.2,15.1,5.1
65.3,15.4,7.8
63.9,16.5,7.9
63.2,18.3,5.7
65.5,18.4,7.9
63.5,21,6.6
66.5,22.7,5.7
66.3,22.6,5.5
65.9,24.6,6.3
65.6,24.7,6.6
64.5,25.3,7.1
65.1,26,7.3
65.8,28.4,7.4
65.2,28.2,7.1
65.1,29.3,7.2
65.8,31.9,6.4
65,32.1,7.7
65.7,31.6,6.3
65.7,32.9,6.3
65.2,33.4,6
66.6,34.3,5.2
64.9,36.1,5.5
65.7,38,7.2
66.2,39.8,6.2
63.4,38.4,7.9
63.4,39.9,5.4
65,42.2,7.9
66.4,43.7,5.1
63.9,42.9,6.4
63.7,44.7,8
65.6,46.6,5.8
65.3,46,5.8
63.1,47.5,6.7
66.4,47.6,5.5
65.4,50.2,5.9
66.4,49.9,7.6
66.6,52.8,7.2
64.2,52.1,6
63.4,52.2,7.5
63.8,54.4,6.6
63.7,56.9,7.7
64.1,56.5,7.9
64.6,56.4,5.6
64.2,57.2,7.1
63.5,60.3,5.5
65.9,60.3,5.3
65.8,60.6,6.1
65.6,63.2,6.4
65.6,62.8,7.8
66.1,64.2,7.4
65.3,64.4,7.6
64.4,66.7,5.3
64.3,67.3,6.6
66.5,67.2,7.3
64,70.8,5.1
66.2,69.4,5.7
65.7,71.8,5.6
63.4,71.1,6
66.4,73.7,7.5
65.4,73.8,7.5
66.6,74.2,5.1
64.5,76.3,5.3
65.9,76.2,5
63.7,78.2,6.8
64,78.5,6.2
66.3,80.6,5.1
66.1,81.3,5.4
66.9,84,6.4
65.5,82.8,6.8
64.8,85.7,6.6
64.4,85.6,6.6
63.6,86.7,7.9
63.8,86.6,7.2
64.8,89.8,5.8
64.1,89.7,5.2
66.9,90.9,5.3
66.8,92,6.6
66,92,6.5
66.8,92.5,7.7
65.2,93.3,5.4
63.8,97,6.9
65.1,95.9,6.2
65,97.3,7.8
64.3,99.2,7.7
63.6,99,5.1
63.5,99.1,5.5
64.6,1.1,5
65.8,2.5,7.8
67.9,4.2,5.8
64.4,5.4,6.1
67.6,6.2,5.4
66.3,5.5,6.1
64.7,8.7,5.3
66.6,8.7,7.1
65.4,10.5,6.7
64.5,11.2,6.9
65.6,10.8,7.6
64.7,12.7,7.3
65.2,13.1,5.2
66.1,13.5,6.9
66,16.3,5.3
64.1,17.5,6.2
67.6,16,5.2
64,19.7,5.6
64.3,18.7,7.6
64.4,20.9,5.1
67.5,21.8,5.5
67.6,22.9,7.7
65,24.4,5.6
66.2,24.8,7.5
64.1,24.4,7.8
64.8,26.3,7.6
66.6,27.3,7.3
64.8,29.9,6.1
64.9,30.6,6.9
64.8,31.2,7
64.8,31.5,6.6
67.3,31.6,6.6
64.2,34.8,6.5
66.5,35.6,7.1
65.7,36.7,5.4
64.6,35.5,7.4
64.3,36.9,7.3
64.2,38,6.9
65,38.3,6.3
67.3,41.1,5.1
66.6,42.9,5.1
65.8,41.3,6.6
66.4,44.9,6.9
66.9,43.6,6.4
64,45.6,6.2
64.8,45.5,5.7
65.1,46.6,6.9
67.4,49.4,6.4
66.7,48.5,6.4
66.1,51.9,5.1
65.2,52,7.4
67.2,53.3,6
66.7,54.2,6
64.5,54.6,6.3
67.3,56.7,7.2
66.3,55.6,7.8
65.9,57.9,8
67.7,57.2,5.2
65.1,60.7,6.1
66.9,59.8,7
66.1,60.8,6.2
64.3,62.9,7
64,63.7,5.4
65.3,63.3,6.7
64.2,64.5,5.7
64.9,65.1,5.3
64.9,66.5,6.6
67.1,67.2,7.1
65.2,69.5,5.8
66.1,71.9,5.7
67.3,72.1,5.8
66.2,72,5.7
64.1,73.8,5.5
64.9,73.9,7.4
65.6,76.9,5.7
67.1,77.5,6.6
66.3,78.1,7.6
65.5,78.9,6
65,78.9,5.8
67.7,81.4,5.1
66,81,6.1
67.8,82,7.5
66.3,83.7,7.1
66.4,84.7,6.1
64.6,85.3,7.9
66.9,86,6.6
65.9,87,5.2
67.7,88.6,7.8
66.5,88.7,7.7
67.2,90.3,7.5
66.3,92.7,6.6
64.2,91.2,8
64.3,93.2,5.8
65.2,94.1,6.2
64.2,96.2,6
64.1,95.6,6.6
66.4,96.1,7.5
67,99,5.1
65.3,100.5,7.9
65.2,100.3,5.3
67.5,1.4,5.6
67.1,1.7,5.8
66.5,2.7,7.1
67.3,3.7,7.4
68.2,6.7,7.6
67.2,8,5.8
65.3,7.9,7
65.8,8,7.9
68.4,11,7.6
66,11,7.2
65.6,11.1,6.7
68.3,13.9,7.9
68.4,12.3,6.1
66.6,15.3,7.3
67.8,15.7,7.3
65.3,15.8,5.7
67.7,18,5.6
67,18.3,6.2
67.1,20.1,7
67.8,21.7,6.7
67.3,20.7,5.6
68.4,22.9,5.8
65.3,23.2,6.4
65.9,25.2,7.7
65,25,7
66,27.9,5.8
65.5,26.4,6.4
65.1,27.2,5.2
67.3,30.3,5.9
67.6,29.5,5.9
67.1,30.4,7.5
68.8,33,6.9
66,32.9,6.1
66.7,35.7,8
68,36.3,7.4
65.9,37.3,6.4
67.7,36.3,6.2
68.2,37.9,6.1
67.3,38.9,5.8
67.5,39.7,5.3
66.7,42.8,7.2
66.7,41.7,5.6
68.4,44.3,6.6
68.3,44.6,7.6
65.2,45.3,7.4
67.7,46.3,7.5
67.8,47,6.5
68.5,49.1,7.1
67.6,50.3,7.5
66.7,51.6,7.5
65.1,50.9,6.7
66,52,5.2
68.7,52.1,7.4
67.2,55.3,6.1
68,55.9,5.9
65.9,57.8,6.1
67.2,58.2,7.1
69,59.6,6.4
66.8,58.9,5.4
66.3,59.5,5.8
67.9,62,7.5
65.8,62.2,6.7
65.6,62.2,6
65.5,65.5,7
67.7,64.2,5.1
68.7,66.5,6
65.6,66.7,6.8
65.4,69.6,7.9
66.9,70.2,6.4
67.5,70.8,5.1
66.3,71.9,7.3
67,73.2,5.3
65.6,74.8,7.5
66,75.9,5.4
67.2,76.8,5.2
67.5,77.1,6.3
68.2,78.6,6.3
66.6,78.4,6.4
68.9,79.1,6.8
66.3,81.8,5.1
66.2,82.9,8
67.2,82.3,7.2
66.8,82.3,7.6
67.1,84.8,6.6
67.2,84.1,6.9
68.3,85.1,7.5
67.6,86.3,5.6
66.9,88.8,7.6
65.5,88,5.3
68.2,90.1,5.6
67.8,92,5.8
66.1,92.4,6.7
66,94.3,6.9
65.2,95,5.1
68.1,95.3,6
68.6,95.5,6.2
65.6,96.4,5.2
68,99.9,7.5
65.1,98.1,6.3
66.1,100.3,6.3
69.4,1.4,5.7
66.7,3.6,6.8
68.8,4.7,7.6
67.2,5.5,5.2
69.3,5.8,6.4
69.3,5.9,7.6
69.4,6.9,5.2
69.3,8.4,6.1
68.5,10.8,5.1
68.4,11.6,5.7
67.7,11.4,5.3
69,13.2,7.3
68.6,15,6.2
68.6,15,6.7
69.5,15.3,7.4
68.3,16.9,6.5
69.9,16.9,7.2
69.4,18,5.8
67.2,21,5.1
66.9,19.9,6.6
68.1,22.7,7
70,21.1,5.7
69.9,24.7,6.2
68.3,24.7,5.2
68.9,26.1,7.4
67.4,27.5,6.9
68.2,26.3,7.3
67.5,28.9,6.3
69.8,29.9,5.6
68.2,31.7,7
69,31.5,5.1
67.4,31.7,5.3
67,34.8,5.7
66.4,33.8,7.1
66.2,35.8,6.8
67.8,36.5,7.3
68.9,36.5,6.8
69.3,37.2,7.2
67,38,5.5
69.5,40.3,5.9
67.1,42.4,6.7
68.4,43.2,5.4
69.5,43.3,7.2
69,45.9,6.5
67,45.6,6.7
66,45.9,7.2
68.9,46.5,5.5
68.7,48.4,7.1
69.8,49.5,5.2
68.5,51.5,5.3
66.7,52.5,7
67.4,53.5,5.4
68.9,52.7,6.5
66.5,54.4,7.4
68.4,55.3,7.3
68,57.3,6.6
66.2,57.3,7.4
68.8,57.2,6.6
68.6,59.4,6.8
67.7,61.3,6.1
67.1,62.9,7.7
66.8,61.5,5.2
70,62.2,5.6
67.4,65.1,7.4
69.5,65,5.4
69.4,66.8,7.8
68.8,68.7,6
68.1,69.2,7.5
67.9,70.3,6.2
69.3,69.5,6.8
67.3,70.7,6.2
69.8,72.7,6.1
66.2,72.8,5.3
67.3,75.2,7.2
67.6,75,5.8
67.1,77,7
69.4,77.9,6.1
67.5,79.1,7.7
69.9,79.8,7.3
66.6,79,7.4
68.3,82.7,7.8
67.2,83,5.8
66.5,83.8,6
67,85.9,7.4
68.6,85,6.6
68.9,85,5
69.6,86.2,5.7
69.2,89,7.3
69.7,90.5,7.2
67.3,89.6,6.6
67,90.3,7
67.1,92.4,7.8
69.6,94.1,7
67.9,93.2,6.9
69.9,94.9,6.5
68,95.2,5.7
69.5,99,6.6
68.5,98.5,6.5
67.5,99,7.1
66.1,101.5,7.9
69.4,0.6,7.1
69.1,1.6,7.5
69.7,3.2,5.8
67.9,5.2,7.3
68.3,6,7.3
70.8,7.5,5.3
70.4,6.3,7.8
69.1,8.9,6.2
67.5,10.6,7
70.8,11.6,6.2
70.8,12.9,7.2
69,13.3,7
68.9,13.3,5
67.9,13.2,6.7
69.7,16.5,5.3
67.5,17.2,7.7
68.9,16.3,7.5
68.9,18.8,6.1
70.2,18.3,5.9
69.8,20.5,7.4
68.2,21,7.5
68.7,23,7.1
69.3,23.6,6.3
68.2,23.5,5.5
69,24.9,7.4
70.5,27.5,6.4
68.4,26.6,6.9
68.5,27.2,6.9
69,29.5,6.3
69.5,31.1,7.3
69.4,31.1,5.2
69.7,32.6,6
69.4,32.4,5.2
68.6,34.9,5.9
68.6,34,6.6
67.2,37,7.8
70,37.5,5.4
67.4,38.4,6.3
68.4,40.2,5.6
70.1,41.6,5.8
67.7,41.6,6.1
68.3,41.8,6.2
69.4,44.1,5.4
67.5,44.1,6.5
69.9,46.7,5.4
70.2,46.2,6.1
68.5,47.6,5.4
68.3,48.8,6.6
67.5,51,6.1
70,51.3,7.1
68.1,50.5,7.8
69.6,51.9,6.2
68.5,54.2,6.7
69.6,55.3,7
69.4,55,6.8
70.9,57.7,7.5
69,57.2,6.9
67.1,59.9,7.1
71,60.5,6.8
68.8,60.2,7.3
69.2,60.4,7.3
67.6,62.1,7.2
69,62.4,5.1
67.2,63.7,7.8
69.2,66.6,5.3
68.4,65.5,6.3
67.9,67.2,7.4
69,67.7,7.3
70.4,70.1,7
67.2,71.8,6.8
70.8,72.4,5.8
70.7,71.6,5.2
70.9,74.8,6.1
69.6,74.4,6.2
67.9,77,6.5
70.2,77.7,6.4
70.3,76.7,7.2
67.1,78.6,6.5
67,80.7,5.6
71,80.1,5.1
67.7,82.6,6.6
69.7,83.2,7
70.8,83.4,6.4
67.5,84.9,6.4
68.4,85.7,6
68.8,87.6,6.2
69.9,86.4,6.7
70.1,89.1,6.1
70,90.8,5.4
67.2,91.2,5.4
68.9,90.8,7.5
70.3,92.7,6.5
69.7,93.8,7.4
70.1,96,6
69.9,95,5.5
70.2,95.7,5.9
67.8,98.3,5.3
70.2,99.2,6.1
68.4,98.2,7.2
70.8,99.9,6.1
68.4,1.7,7.1
71.1,3.9,6.3
69.3,3.2,5.6
71.9,4.4,7.2
71.5,4.4,5.2
70.7,5.7,5.7
71.8,7.4,5.8
69.5,7.2,5.7
69,10.8,6.9
71.5,10.2,5.7
71.5,12.4,7.8
71.4,13.5,6.1
71.1,13.1,5.4
70.3,14.7,5.6
68.8,15.2,5.3
68.8,15.1,6.6
71.9,18.7,6.7
68.4,19.2,7.1
68.8,19.1,7.5
69.4,19.2,7
71.8,21.4,5.1
70.5,21.6,5.7
69.2,22.2,7.5
68.9,24.6,7
68.9,24.6,6.2
69.9,26.6,7.7
70.3,26.1,5.2
69.1,29.8,5.6
71.4,30.9,7.7
70.4,30.5,6.1
71.4,32.9,7.6
71.6,34,8
69.9,34.2,6.1
72,35.7,6.9
70.8,36,6.6
70,37.7,5.2
71.2,39,7.5
68.7,39.3,6.7
69.4,40.7,7.2
68.5,39.3,7.7
68.4,41.4,7.8
69.5,42.6,6.4
71.9,42.2,5.3
69.7,43.7,6.1
69.4,45.2,7.5
71.6,46.8,6.9
69.9,48.7,7.5
68.7,47.7,5.8
71.9,50.1,6.4
68.9,51.3,7.5
69.7,51.3,7.8
70.2,52.7,6.3
69.6,55,6.6
68.1,55.6,5.9
71.9,54.1,8
69.7,57.1,6.7
70.5,56.8,5.3
71,58,5.3
69.3,59.9,7.2
70.6,59.3,6.6
69.7,62.8,6.4
70.3,63.2,7.9
71.1,62.5,5.6
71.6,64.4,6.2
70.9,65.2,5.6
71.3,67.5,7.7
70,67.7,7
70,67.3,6.9
70.8,68.1,7.2
68.2,70.1,7.4
68.1,70.4,6.4
71.2,73.4,5
70.2,74.7,5.4
69.7,73.2,5.3
68.4,76.5,5.2
68.8,76.5,7.5
68.2,78.9,6.2
70.4,79.3,5.4
69.4,78.2,7.2
71.7,79.4,6
71.1,81.4,5.5
71.9,82.3,5.7
72,84.6,7.8
71.6,84.9,7.3
71.8,85.1,5.5
71.1,87.6,7.2
71.2,87.1,7.3
71,89,7.3
69.8,90.8,6.1
71.4,89.3,5.6
71.5,92.4,7.6
70.4,91.8,5.8
69.5,92.5,5.6
71.5,93.9,7.3
71.6,96.8,6
70.7,95.3,6.3
70.6,98.1,6.5
70.6,97.8,5.4
70.2,98.9,7.2
71.1,99.6,6.4
71.2,0.2,6.3
72,3.6,6.5
70.3,2.7,5.4
72.6,6,7.6
69.7,5.6,5.9
70.5,6.9,6.2
72.7,6.9,5.1
69.8,7.5,6.3
69.2,9.2,6.6
72.6,9.7,5.7
71.1,11.6,7
70.6,12,7.6
71.2,14.1,6.2
72.5,15.1,5.6
72,14.2,7.8
72.3,16.5,7.2
69.1,17,6.3
70.3,17.9,7.1
71,18.8,5.3
69.3,20.3,5.8
69.7,21,5.9
72.5,22.4,5.1
70.3,23.9,7.5
69.8,25.8,7
69.4,27,5.4
72.1,26.3,6.7
69.3,28.4,6.4
70.1,27.1,7.7
70.8,29.7,6.6
71.5,29.1,6
72.8,32.7,5.5
70.9,33.2,5.1
71.6,35,6.7
71.9,33.2,6.1
72.3,35.4,6.3
72.1,35.4,7.5
72.8,38,6
70.6,39,7.5
69.4,39.8,6.1
72,39.8,7.5
71.6,42.4,7.9
70.9,44,5.1
71.9,42.3,6.8
72.3,44.3,6.2
70.7,45.2,7.6
70.2,46.8,6.9
70.8,47.8,5.2
69.6,47.4,6.8
72.7,49.8,6.9
70.5,50.2,8
70.6,52.2,5.8
72.5,52,6.2
70,52.7,7.4
72.8,53.1,7.8
69.6,56.1,6.4
71.8,57.6,6.1
72,56.7,5.3
70.9,59.9,6.7
70,60.6,7.8
72,60.5,7.8
72.9,61.2,6.6
69.5,62.1,5.9
70.3,63.9,7.7
73,64.1,7.9
70.6,64.3,7.6
72.6,66.4,6.4
69.7,68.2,7.4
69.3,68.9,5.4
71.2,69.7,6.6
71.6,71.3,6.8
70.1,71.3,7.5
70.6,72.9,5.3
69.1,73.5,7.1
70.1,74.9,6.8
70.9,74.3,5
72.8,75.4,6.9
73,77.1,7.7
71.4,78.6,7.4
70.7,79.1,5.3
71.8,80.7,7.7
70.3,82.9,6.3
69.4,81.2,7.8
72.1,84.9,7.6
72.4,84.3,7.5
70.2,85.7,7.8
70.6,87.2,6.5
69.8,87,6.2
70,88.8,7.9
72.2,90.9,6.7
70.2,91,6.9
69.6,92.6,6.3
70.6,91.2,6.5
69.3,92.9,5.4
69.5,94.9,5.2
72.8,95.6,5
70.8,97.5,7.7
71.4,98.7,7.8
69.6,97.8,5.8
71.4,100.9,5.8
72.2,102,6.5
73.6,1,5.9
70.2,1.6,5.1
73.9,3.6,7.8
70.4,4.3,7.2
70.6,5.1,5.3
71.8,6,6.9
73,8.9,5.1
70.2,9.6,6.4
70.1,10.4,7
72.6,9.5,5.3
70.1,11.4,7.8
74,11.7,5.6
73.1,13.9,6.9
70.9,15.9,7.4
72.1,14,5.7
72.2,16.6,5.9
71.1,16.1,7.7
73.8,19,6.4
71.1,20.4,6.5
72.9,20.7,6.1
73.9,21.5,5.8
73.5,22,6.6
72.2,24.1,7.8
73.6,23,5.6
73.2,25.1,5.8
71.7,27.5,5.9
70.4,27.2,5.7
70.6,27.8,6.4
70.1,28.2,7.5
70.3,30.5,7
73.2,31.9,6.8
73.7,33.4,5.9
71.2,32,7
73.5,35,5.8
72.5,36.2,5.6
73,35.1,7.4
73.8,38.7,5.8
70.5,39.1,6.9
72.4,40.3,7.7
70.4,39.9,7.2
71.3,41.8,5.6
71.9,43.3,5
73.5,43.6,5
73.4,44,6.7
72.2,46.6,6.2
73.2,47.5,5.5
73.9,48.3,5.1
72.2,49.3,6.6
73.8,48.9,6.2
73.5,50.2,5.5
71.8,52.2,6.7
71.2,53.3,6.7
73.5,54.9,7.6
72.8,55.9,6.8
71.4,56.7,6
73.2,56.6,7
72.9,57,5
72.7,57.1,5.2
71.4,59.6,7.5
72.9,61.6,7.5
71.9,60.5,5.8
72.3,62.7,5.3
72.2,63.4,5.5
71.9,64.7,6.8
72.8,65.9,6.5
70.8,65.8,7.6
71.4,66.5,6
72.3,70,6.7
73.9,70.5,6.7
71,71.9,6.1
72,71.9,7.4
72.1,72.5,6.7
70.5,74.2,6.1
73.8,73.3,7.7
73.9,74.2,6.5
71.9,76.9,7.7
72.4,77.5,5.9
73.5,79.2,7.3
70.7,79.6,5.9
72.2,81.4,7.4
71.3,80.4,5.4
70.4,82.6,5.9
70.6,83.3,5.8
71.2,85.6,5.7
70.6,85.5,5.9
72.5,85.7,5.4
73.8,88.8,7
73.9,89.3,7.5
70.5,88.5,7.5
71.8,90.1,5.2
70.6,91.4,6.1
71.4,91.7,7.8
71.5,93.5,6.9
72.6,95.6,6.4
71.7,95,5.1
70.8,96.2,7.5
71.7,98.1,6
73.9,98.5,5.3
73.4,98.3,6.8
71,100.5,7.2
71.4,2.8,7.7
71.3,2,6.8
74.6,3,5.4
71.8,5,5.5
72.1,5.4,5.4
73.2,5.1,7.8
73.5,6.7,6.3
72,7.4,5.1
74.1,8,5.9
71.1,9.7,5.6
71.9,12.1,7
71.9,12.5,7.4
71.8,13.5,7.9
73.4,16,5.7
74.8,15.3,5.9
73.9,17.8,7.3
74.8,19,7.8
75,19.1,5.5
74,18.2,5.6
73.2,19.8,5.1
72.1,21.1,5.7
71,21.5,7.5
71.9,23.6,7.1
73.5,25.3,7.9
73,25.2,6.6
71.6,27.1,5.5
73.8,28.9,5
73.8,28.3,7.9
72.4,29,7.4
74.8,30.6,6.9
71.9,32,7.7
74.2,33.8,6.4
73.7,32.9,6.4
71.1,33.2,5.8
72,36.4,5.8
71,37.6,6
71.4,38.7,6.4
73.3,38.5,5.2
71.9,39.2,7
74.5,39,6.1
74.8,40.7,6.7
73.2,43.4,6
71.3,45,7.8
74.8,44.6,5.3
75,45,6.4
72.1,46.1,6.5
74.5,48.8,7.4
74.7,48.6,5.9
72.9,48.2,7.2
72.5,51.8,5.5
74.3,50.2,7.2
73,53.2,7.7
73.7,54.5,6.5
71.6,54.8,6.7
72.3,55.8,8
72.4,56.9,6.3
73.1,56.5,5.8
74.3,58.4,5.3
74.8,58.8,7.7
72.2,59.7,7.1
71.9,62.6,7
71.5,63,5.7
73.5,62.5,5.4
71,65.3,6.7
71.3,65.5,5.7
71.5,65.5,7.9
72.4,67.9,7.3
73.7,67.4,6.2
71.7,71,6.6
75,69.2,5.1
74.5,71.3,6.9
72.8,73.1,6.6
74.1,74.3,6.9
73.8,75.6,6.6
72.8,74.2,5
71.4,77.8,7.3
72.8,76.8,7
72.9,77.3,8
74.1,79.5,5
71.8,80.8,7.3
72.8,80.2,8
71.1,81.8,7.6
73.5,84.1,6.2
71,83.9,8
71.5,85.9,7.1
73.7,85.6,7.5
74.3,87.5,5.2
71.8,87.1,5.1
73.7,88.4,7.5
71.1,89.3,6.3
75,91.2,7
71.5,93.6,5.3
73.6,93.1,7.2
72.7,95.9,7.6
71.2,96.2,5.9
74.3,97.2,6
72.2,97.6,7.4
73.5,99.2,7.6
72,100,7.5
71.8,100.5,7.1
74.3,0,8
75.5,1.3,5.6
74.9,3.9,5.7
75.4,3.3,7.1
72.4,4.4,7.8
74.1,8,5.9
72.6,7.2,7.7
73.6,9.8,7.6
74.5,8.1,5.9
75.8,10.6,5.6
72.2,11.9,5.6
73.4,12.4,5.7
74.5,12.8,5.5
72.6,16,5.7
75.8,14.1,5.3
73.5,16.3,6.3
72.7,17.5,5.5
72.2,18,5.2
74.3,19.7,6.7
73.1,19.3,6.3
75.9,20.7,7.2
72.2,22.9,6.9
74.8,22.3,6.9
72.1,26,7.9
72.5,24.5,5.4
74.2,27.9,6.5
72.1,26.2,7.3
73.1,28,5.7
72.2,30.1,5.6
73.2,31.6,7.3
73,31,6.3
73.8,33.1,7.8
72.5,33.7,7.6
74.6,34.5,7.9
73.5,35.3,5.4
75.5,38,6.8
72,37,8
74.4,37.8,5.1
73.8,40.1,6.2
74.9,41.3,7.9
76,40.3,6.8
72.5,41.5,6.1
73.1,43.6,7.2
73.1,45.5,6.3
74.2,45.9,5.9
74.9,46.8,6.8
72.2,46.6,6.8
74.7,47.2,5.7
72.2,50.4,7.9
74.3,49.8,7.6
74.9,52.9,6.4
73.2,53.3,5.2
75.2,52.1,6.3
75.6,56,6
74.9,54.5,7.5
75.3,56.6,5.1
74.8,58.3,6
72.2,59.2,7
72.4,60.4,6.2
72.9,60,7.5
72.4,62.5,7.1
72.3,61.9,7
74.9,63.5,6.9
73.5,64.7,6.8
73,64.1,7.9
74.9,67.6,6.4
75.3,67.7,5.9
75.8,68.1,5.5
74.8,69.3,7.3
74.5,69.9,5.5
72.3,71.6,7
72.6,72.9,5.9
74.1,74,5.4
73.4,74.2,6.5
73.9,76.8,6.4
73.8,77.5,5.1
72.5,76.4,6.5
72.1,78.9,6.9
75.2,78.9,6.8
72,79.7,6.4
72.4,81.7,7.6
75.6,81.3,7.5
74.9,82.8,6.6
75.6,84.6,5.7
75.9,84.6,6.6
74.7,86.1,5.4
74.1,86.2,6.4
73,88.4,7.1
74.9,90,7.6
75.3,91.7,7
74.5,92.7,7.5
75.2,94,5
75.8,94.9,7.5
72.5,94.2,7.5
75.5,96,6.6
74.1,95.2,6.2
74,97.3,8
75.6,97.9,8
74.2,98.8,6.1
73.7,99.8,6.5
76.2,1.5,7.7
76.3,2.4,6.1
73.5,3.4,6.3
74.2,5,6.1
77,6.9,6.4
73.2,7.2,5.4
73.8,8.8,6.1
74.6,10,6.8
74.6,10.7,5.3
76.7,11.7,7.5
73,12.3,7.5
74.7,11.8,5.3
75.5,14.8,6.4
76.3,14.7,7.4
74.1,15.4,5.1
75.3,15.4,7.2
74.1,16.7,7.1
75.7,17.9,6
73.3,19.7,5.4
74,19.7,6.5
74.4,20.5,7
75.8,21.3,5.7
73.1,23.5,6.4
75.5,23.2,6.9
75.4,24.3,6.6
74.6,25.3,7
74,28.4,6.4
77,27.2,5.3
73,30.7,7.2
74.5,31.3,7.8
73.3,32.4,6.9
74.6,32.4,7.1
75.5,33.1,7.4
73.1,33,5.4
74.7,35.4,6
76.2,35.1,5.1
74.5,38.8,7.4
76.7,37.9,6.6
73.3,40.9,5.8
73.9,40.4,5.6
74.1,40.7,7.1
76.3,43.7,6.7
73.4,44.2,7.3
75.2,44.4,5.2
74.5,45.9,6.8
75.6,47,5
75.1,47.2,6.5
75.7,47,7.9
74,50,5.9
76,50.4,7.7
76.8,52,6.2
73.3,51.2,5.8
76.9,53.8,5
74.5,54,5.7
75.2,54.5,7.4
75.1,56.4,7.2
73.4,57,5.4
75.2,57.3,7
74.6,60.1,7.4
76.3,62,7.4
75,61.5,6.2
75,61.3,5.7
76.3,62.3,5.3
74.4,64.5,6
76.5,66.6,7.6
76.3,66,5.8
73.5,68.6,6.5
74.6,67.4,7.2
74.5,68.7,6.1
74,71.6,5
74.4,72.2,5.5
76.8,73.3,6.1
74.6,74.8,7.8
73.9,75.1,7.3
75.2,76.5,7.6
76.4,77.7,6.8
74.9,78.6,5.1
76.1,79.4,7.4
